        PROGRAM D2500     ZERO LIFT WAVE DRAG
   CONFIGURATION DESCRIPTION

 SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

 Entering subroutine OVL10 (START)
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  


CYCLE=  1    FUSELAGE SEGMENT  1    AREA DISTRIBUTION (D/Q = 57.62218)
     0.0000      0.000      0.000      0.000      0.000      0.000
     6.0000     19.100     19.100     19.100     19.100     19.100
    12.0000     58.976     58.976     58.976     58.976     58.976
    18.0000    112.980    112.980    112.980    112.980    112.980
    24.0000    169.650    169.650    169.650    169.650    169.650
    30.0000    221.811    221.811    221.811    221.811    221.811
    36.0000    264.419    264.419    264.419    264.419    264.419
    42.0000    293.503    293.503    293.503    293.503    293.503
    48.0000    308.490    308.490    308.490    308.490    308.490
    54.0000    313.701    313.701    313.701    313.701    313.701
    60.0000    314.160    314.160    314.160    314.160    314.160
    66.0000    314.160    314.160    314.160    314.160    314.160
    72.0000    314.160    314.160    314.160    314.160    314.160
    78.0000    314.160    314.160    314.160    314.160    314.160
    84.0000    314.160    314.160    314.160    314.160    314.160
    90.0000    314.160    314.160    314.160    314.160    314.160
    96.0000    314.160    314.160    314.160    314.160    314.160
   102.0000    314.160    314.560    314.560    314.560    314.560
   108.0000    314.160    320.560    320.560    320.560    320.560
   114.0000    314.160    333.760    333.760    333.760    333.760
   120.0000    314.160    354.160    354.160    354.160    354.160
   126.0000    314.160    381.760    381.760    381.760    381.760
   132.0000    314.160    416.560    416.560    416.560    416.560
   138.0000    314.160    458.560    458.560    458.560    458.560
   144.0000    314.160    507.760    507.760    507.760    507.760
   150.0000    314.160    564.160    564.160    564.160    564.160
   156.0000    314.160    627.760    627.760    627.760    627.760
   162.0000    314.160    698.560    698.560    698.560    698.560
   168.0000    314.160    776.560    776.560    776.560    776.560
   174.0000    314.160    855.360    855.360    855.360    855.360
   180.0000    314.160    914.160    914.160    914.160    914.160
   186.0000    314.160    951.360    951.360    951.360    951.360
   192.0000    314.160    966.960    966.960    966.960    966.960
   198.0000    314.160    960.960    960.960    960.960    960.960
   204.0000    314.160    933.360    933.360    933.360    933.360
   210.0000    314.160    884.160    884.160    884.160    884.160
   216.0000    314.160    813.360    813.360    813.360    813.360
   222.0000    314.160    720.960    720.960    720.960    720.960
   228.0000    314.160    606.960    606.960    606.960    606.960
   234.0000    314.160    471.360    471.360    471.360    471.360
   240.0000    314.160    314.160    314.160    314.160    314.160
   246.0000    313.701    313.701    313.701    313.701    313.701
   252.0000    308.490    308.490    308.490    308.490    308.490
   258.0000    293.502    293.502    293.502    293.502    293.502
   264.0000    264.419    264.419    264.419    264.419    264.419
   270.0000    221.811    221.811    221.811    221.811    221.811
   276.0000    169.650    169.650    169.650    169.650    169.650
   282.0000    112.980    112.980    112.980    112.980    112.980
   288.0000     58.977     58.977     58.977     58.977     58.977
   294.0000     19.100     19.100     19.100     19.100     19.100
   300.0000      0.000      0.000      0.000      0.000      0.000
1 INTERNAL RESTRAINT POINTS (XI*)

   SN=    0.0000   SB=    0.0000   ELL=  339.4987
             XF            SF
          100.0000      316.3390
          240.0000      474.0761
          305.5489        7.0307
          312.3388        3.9543
          319.1288        1.8449
          325.9188        0.6801
          332.7088        0.1227
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   1
          MACH =  1.200      NX = 50      NTHETA = 16


          SBAR(X*) AVERAGE EQUIVALENT BODY

      X*      SBAR      SBAR      SBAR      SBAR      SBAR      SBAR     DELTA
                B         BW       BWP       BWPF     BWPFC     REST.      SBAR
   0.0000     0.000     0.000     0.000     0.000     0.000    0.0000    0.0000
   6.7900    23.268    23.266    23.266    23.266    23.266    7.1370  -16.1290
  13.5800    72.310    72.304    72.304    72.304    72.304   19.9068  -52.3971
  20.3699   135.441   135.429   135.429   135.429   135.429   36.0494  -99.3799
  27.1599   197.960   197.942   197.942   197.942   197.942   54.6856 -143.2567
  33.9499   251.122   251.098   251.098   251.098   251.098   75.2654 -175.8327
  40.7398   288.417   288.387   288.387   288.387   288.387   97.3873 -190.9992
  47.5298   307.668   307.630   307.630   307.630   307.630  120.7306 -186.8995
  54.3198   313.684   313.639   313.639   313.639   313.639  145.0239 -168.6146
  61.1098   314.059   314.005   314.005   314.005   314.005  170.0284 -143.9765
  67.8997   314.029   313.966   313.966   313.966   313.966  195.5237 -118.4428
  74.6897   314.013   313.940   313.940   313.940   313.940  221.3027  -92.6374
  81.4797   313.997   313.915   313.915   313.915   313.915  247.1621  -66.7524
  88.2697   313.982   313.875   313.875   313.875   313.875  272.8947  -40.9802
  95.0596   313.969   313.997   313.997   313.997   313.997  298.2715  -15.7257
 101.8496   313.958   318.616   318.616   318.616   318.616  322.9627    4.3465
 108.6396   313.949   333.023   333.023   333.023   333.023  346.7018   13.6783
 115.4296   313.941   359.404   359.404   359.404   359.404  369.6114   10.2074
 122.2196   313.935   398.126   398.126   398.126   398.126  391.6643   -6.4620
 129.0095   313.930   449.165   449.165   449.165   449.165  412.7872  -36.3781
 135.7995   313.927   512.589   512.589   512.589   512.589  432.8854  -79.7031
 142.5895   313.924   587.953   587.953   587.953   587.953  451.8499 -136.1033
 149.3795   313.924   667.646   667.646   667.646   667.646  469.5575 -198.0886
 156.1694   313.924   741.120   741.120   741.120   741.120  485.8725 -255.2473
 162.9594   313.926   796.002   796.002   796.002   796.002  500.6445 -295.3578
 169.7494   313.929   821.278   821.278   821.278   821.278  513.7059 -307.5717
 176.5394   313.933   828.646   828.646   828.646   828.646  524.8694 -303.7766
 183.3293   313.937   818.016   818.016   818.016   818.016  533.9221 -284.0944
 190.1193   313.943   791.987   791.987   791.987   791.987  540.6194 -251.3672
 196.9093   313.950   758.234   758.234   758.234   758.234  544.6755 -213.5586
 203.6992   313.958   717.800   717.800   717.800   717.800  545.7478 -172.0526
 210.4892   313.967   672.876   672.876   672.876   672.876  543.4147 -129.4617
 217.2792   313.979   624.244   624.244   624.244   624.244  537.1367  -87.1073
 224.0692   313.992   573.657   573.657   573.657   573.657  526.1845  -47.4727
 230.8591   314.009   527.884   527.884   527.884   527.884  509.4806  -18.4035
 237.6491   314.034   487.151   487.151   487.151   487.151  485.1055   -2.0451
 244.4391   313.941   451.041   451.041   451.041   451.041  447.9408   -3.1003
 251.2291   309.475   415.386   415.386   415.386   415.386  400.3402  -15.0457
 258.0190   293.286   374.936   374.936   374.936   374.936  347.2622  -27.6741
 264.8090   259.279   322.594   322.594   322.594   322.594  291.1869  -31.4074
 271.5990   208.552   256.446   256.446   256.446   256.446  234.0672  -22.3790
 278.3890   147.184   182.499   182.499   182.499   182.499  177.7124   -4.7869
 285.1790    83.382   108.626   108.626   108.626   108.626  124.0024   15.3762
 291.9689    30.447    47.825    47.825    47.825    47.825   75.1340   27.3093
 298.7589     2.208    13.763    13.763    13.763    13.763   34.1266   20.3638
 305.5489     0.000     7.031     7.031     7.031     7.031    7.0307    0.0000
 312.3388     0.000     3.954     3.954     3.954     3.954    3.9543    0.0000
 319.1288     0.000     1.845     1.845     1.845     1.845    1.8449    0.0000
 325.9188     0.000     0.680     0.680     0.680     0.680    0.6801    0.0000
 332.7088     0.000     0.123     0.123     0.123     0.123    0.1227    0.0000
 339.4987     0.000     0.000     0.000     0.000     0.000    0.0000    0.0000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   1
          MACH =  1.200      NX = 50      NTHETA = 16


          OPTIMUM FUSELAGE AREA DISTRIBUTION WITH RESTRAINTS AT

 X=    100.0000    240.0000


        N        X          Z          R          S
        0     0.0000     0.0000     0.0000     0.0000
        1     6.7900     0.0000     1.3458     5.6903
        2    13.5800     0.0000     2.3014    16.6393
        3    20.3699     0.0000     3.2349    32.8751
        4    27.1599     0.0000     4.1189    53.2983
        5    33.9499     0.0000     4.9442    76.7974
        6    40.7398     0.0000     5.6840   101.4972
        7    47.5298     0.0000     6.2487   122.6667
        8    54.3198     0.0000     7.0340   155.4389
        9    61.1098     0.0000     7.8967   195.9026
       10    67.8997     0.0000     8.6688   236.0867
       11    74.6897     0.0000     9.3579   275.1085
       12    81.4797     0.0000     9.9781   312.7869
       13    88.2697     0.0000    10.5399   348.9958
       14    95.0596     0.0000    11.0472   383.4047
       15   101.8496     0.0000    11.4437   411.4167
       16   108.6396     0.0000    11.6657   427.5325
       17   115.4296     0.0000    11.6957   429.7388
       18   122.2196     0.0000    11.5305   417.6793
       19   129.0095     0.0000    11.1609   391.3374
       20   135.7995     0.0000    10.5637   350.5741
       21   142.5895     0.0000     9.7024   295.7400
       22   149.3795     0.0000     8.6366   234.3355
       23   156.1694     0.0000     7.5013   176.7756
       24   162.9594     0.0000     6.5621   135.2797
       25   169.7494     0.0000     6.1981   120.6870
       26   176.5394     0.0000     6.2085   121.0949
       27   183.3293     0.0000     6.5882   136.3586
       28   190.1193     0.0000     7.2165   163.6063
       29   196.9093     0.0000     7.8752   194.8367
       30   203.6992     0.0000     8.5306   228.6183
       31   210.4892     0.0000     9.1371   262.2816
       32   217.2792     0.0000     9.6811   294.4392
       33   224.0692     0.0000    10.1324   322.5342
       34   230.8591     0.0000    10.3825   338.6507
       35   237.6491     0.0000    10.4126   340.6153
       36   244.4391     0.0000    10.1538   323.8961
       37   251.2291     0.0000     9.7195   296.7846
       38   258.0190     0.0000     9.2546   269.0726
       39   264.8090     0.0000     8.5559   229.9767
       40   271.5990     0.0000     7.6820   185.3928
       41   278.3890     0.0000     6.6609   139.3850
       42   285.1790     0.0000     5.5093    95.3544
       43   291.9689     0.0000     4.2132    55.7659
       44   298.7589     0.0000     2.6460    21.9960
       45   305.5489     0.0000     0.0016     0.0000
       46   312.3388     0.0000    -0.0014     0.0000
       47   319.1288     0.0000    -0.0013     0.0000
       48   325.9188     0.0000    -0.0018     0.0000
       49   332.7088     0.0000     0.0011     0.0000
       50   339.4987     0.0000     0.0000     0.0000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   1
          MACH =  1.200      NX = 50      NTHETA = 16



          D/Q ASSOCIATED WITH VARIOUS VALUES OF THETA

          N              THETA                  D/Q

           0             -90.000              737.72876
           1             -78.750              369.66113
           2             -67.500              337.36380
           3             -56.250              367.70831
           4             -45.000              487.55212
           5             -33.750              419.92151
           6             -22.500              332.29300
           7             -11.250              299.91882
           8               0.000              292.43713
           9              11.250              299.91879
          10              22.500              332.29303
          11              33.750              419.92154
          12              45.000              487.55212
          13              56.250              367.70828
          14              67.500              337.36377
          15              78.750              369.66113
          16              90.000              737.72876
  WING VOLUME CHECK
     Exact Volume  45733.3320
     Equivalent body volume  45740.3945
  ENTIRE AIRCRAFT
     D/Q= 381.686035
     CDW= 23.8553772
  DRAG OF TRANSFERRED AREAS
     Opt.Eq. Body CDW= 3.87364221
     Average Eq. body CDW= 14.1706066
     Opt. CDW*= 13.5584126
     Potential CDW* change= -10.2969646
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   1
          MACH =  1.200      NX = 50      NTHETA = 16




                            BODY AREAS FOR NEXT CYCLE




                       BODY SEGMENT 1

                 X           Z           R           S
                0.0000      0.0000      0.0000      0.0000
                6.7900      0.0000      1.3458      5.6903
               13.5800      0.0000      2.3014     16.6393
               20.3699      0.0000      3.2349     32.8751
               27.1599      0.0000      4.1189     53.2983
               33.9499      0.0000      4.9442     76.7974
               40.7398      0.0000      5.6840    101.4972
               47.5298      0.0000      6.2487    122.6667
               50.0000      0.0000      6.5453    134.5892


                       BODY SEGMENT 2

                 X           Z           R           S
               50.0000      0.0000      6.5453    134.5892
               56.8966      0.0000      7.3733    170.7946
               63.7931      0.0000      8.2105    211.7830
               70.6897      0.0000      8.9584    252.1202
               77.5862      0.0000      9.6274    291.1814
               84.4828      0.0000     10.2304    328.8013
               91.3793      0.0000     10.7752    364.7542
               98.2759      0.0000     11.2368    396.6731
              105.1724      0.0000     11.5529    419.3032
              112.0690      0.0000     11.6809    428.6468
              118.9655      0.0000     11.6100    423.4587
              125.8621      0.0000     11.3337    403.5480
              132.7586      0.0000     10.8352    368.8298
              139.6552      0.0000     10.0836    319.4367
              146.5517      0.0000      9.0957    259.9078
              153.4483      0.0000      7.9757    199.8433
              160.3448      0.0000      6.9388    151.2582
              167.2414      0.0000      6.3350    126.0771
              174.1379      0.0000      6.2048    120.9506
              181.0345      0.0000      6.4624    131.1998
              187.9310      0.0000      7.0201    154.8249
              194.8276      0.0000      7.6792    185.2621
              201.7241      0.0000      8.3453    218.7917
              208.6207      0.0000      8.9743    253.0178
              215.5172      0.0000      9.5429    286.0945
              222.4138      0.0000     10.0243    315.6847
              229.3103      0.0000     10.3260    334.9745
              236.2069      0.0000     10.4062    340.1980
              243.1035      0.0000     10.2052    327.1849
              250.0000      0.0000      9.7996    301.6922


                       BODY SEGMENT 3

                 X           Z           R           S
              250.0000      0.0000      9.7996    301.6922
              251.2291      0.0000      9.7195    296.7846
              258.0190      0.0000      9.2547    269.0726
              264.8090      0.0000      8.5559    229.9767
              271.5990      0.0000      7.6820    185.3928
              278.3890      0.0000      6.6609    139.3850
              285.1790      0.0000      5.5093     95.3544
              291.9689      0.0000      4.2132     55.7659
              298.7589      0.0000      2.6460     21.9960
              300.0000      0.0000      0.0000      0.0000
 Leaving OVL60 (OUT)
 Cycle completed successfully
1
 Entering subroutine OVL10 (START)
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  


CYCLE=  2    FUSELAGE SEGMENT  1    AREA DISTRIBUTION (D/Q = 22.77999)

        N        X          Z          R          S
        0     0.0000     0.0000     0.0000     0.0000
        1     0.5000     0.0000     0.1888     0.1119
        2     1.0000     0.0000     0.3177     0.3170
        3     1.5000     0.0000     0.4308     0.5831
        4     2.0000     0.0000     0.5349     0.8987
        5     2.5000     0.0000     0.6327     1.2575
        6     3.0000     0.0000     0.7258     1.6551
        7     3.5000     0.0000     0.8153     2.0883
        8     4.0000     0.0000     0.9018     2.5547
        9     4.5000     0.0000     0.9857     3.0523
       10     5.0000     0.0000     1.0674     3.5795
       11     5.5000     0.0000     1.1473     4.1351
       12     6.0000     0.0000     1.2254     4.7177
       13     6.5000     0.0000     1.3021     5.3261
       14     7.0000     0.0000     1.3772     5.9587
       15     7.5000     0.0000     1.4511     6.6148
       16     8.0000     0.0000     1.5239     7.2952
       17     8.5000     0.0000     1.5958     8.0001
       18     9.0000     0.0000     1.6670     8.7298
       19     9.5000     0.0000     1.7375     9.4845
       20    10.0000     0.0000     1.8075    10.2643
       21    10.5000     0.0000     1.8771    11.0696
       22    11.0000     0.0000     1.9463    11.9010
       23    11.5000     0.0000     2.0153    12.7589
       24    12.0000     0.0000     2.0840    13.6442
       25    12.5000     0.0000     2.1527    14.5580
       26    13.0000     0.0000     2.2214    15.5021
       27    13.5000     0.0000     2.2903    16.4795
       28    14.0000     0.0000     2.3600    17.4971
       29    14.5000     0.0000     2.4299    18.5500
       30    15.0000     0.0000     2.4999    19.6334
       31    15.5000     0.0000     2.5697    20.7452
       32    16.0000     0.0000     2.6393    21.8839
       33    16.5000     0.0000     2.7086    23.0483
       34    17.0000     0.0000     2.7776    24.2376
       35    17.5000     0.0000     2.8463    25.4512
       36    18.0000     0.0000     2.9147    26.6887
       37    18.5000     0.0000     2.9827    27.9496
       38    19.0000     0.0000     3.0505    29.2339
       39    19.5000     0.0000     3.1180    30.5417
       40    20.0000     0.0000     3.1852    31.8734
       41    20.5000     0.0000     3.2524    33.2311
       42    21.0000     0.0000     3.3194    34.6159
       43    21.5000     0.0000     3.3863    36.0242
       44    22.0000     0.0000     3.4528    37.4541
       45    22.5000     0.0000     3.5190    38.9044
       46    23.0000     0.0000     3.5849    40.3742
       47    23.5000     0.0000     3.6504    41.8628
       48    24.0000     0.0000     3.7155    43.3696
       49    24.5000     0.0000     3.7802    44.8942
       50    25.0000     0.0000     3.8446    46.4362
       51    25.5000     0.0000     3.9086    47.9955
       52    26.0000     0.0000     3.9723    49.5720
       53    26.5000     0.0000     4.0357    51.1660
       54    27.0000     0.0000     4.0988    52.7784
       55    27.5000     0.0000     4.1617    54.4119
       56    28.0000     0.0000     4.2245    56.0649
       57    28.5000     0.0000     4.2869    57.7344
       58    29.0000     0.0000     4.3490    59.4187
       59    29.5000     0.0000     4.4107    61.1170
       60    30.0000     0.0000     4.4720    62.8284
       61    30.5000     0.0000     4.5330    64.5523
       62    31.0000     0.0000     4.5935    66.2885
       63    31.5000     0.0000     4.6537    68.0366
       64    32.0000     0.0000     4.7135    69.7969
       65    32.5000     0.0000     4.7730    71.5696
       66    33.0000     0.0000     4.8322    73.3560
       67    33.5000     0.0000     4.8912    75.1580
       68    34.0000     0.0000     4.9502    76.9817
       69    34.5000     0.0000     5.0094    78.8356
       70    35.0000     0.0000     5.0685    80.7052
       71    35.5000     0.0000     5.1271    82.5828
       72    36.0000     0.0000     5.1851    84.4627
       73    36.5000     0.0000     5.2424    86.3405
       74    37.0000     0.0000     5.2989    88.2119
       75    37.5000     0.0000     5.3545    90.0726
       76    38.0000     0.0000     5.4091    91.9184
       77    38.5000     0.0000     5.4626    93.7446
       78    39.0000     0.0000     5.5148    95.5458
       79    39.5000     0.0000     5.5657    97.3155
       80    40.0000     0.0000     5.6149    99.0451
       81    40.5000     0.0000     5.6622   100.7209
       82    41.0000     0.0000     5.7066   102.3080
       83    41.5000     0.0000     5.7484   103.8099
       84    42.0000     0.0000     5.7885   105.2643
       85    42.5000     0.0000     5.8275   106.6885
       86    43.0000     0.0000     5.8658   108.0953
       87    43.5000     0.0000     5.9037   109.4963
       88    44.0000     0.0000     5.9415   110.9027
       89    44.5000     0.0000     5.9795   112.3267
       90    45.0000     0.0000     6.0181   113.7823
       91    45.5000     0.0000     6.0578   115.2869
       92    46.0000     0.0000     6.0991   116.8635
       93    46.5000     0.0000     6.1428   118.5457
       94    47.0000     0.0000     6.1904   120.3896
       95    47.5000     0.0000     6.2450   122.5223
       96    48.0000     0.0000     6.3136   125.2282
       97    48.5000     0.0000     6.3860   128.1187
       98    49.0000     0.0000     6.4544   130.8772
       99    49.5000     0.0000     6.5118   133.2152
      100    50.0000     0.0000     6.5453   134.5892
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  


CYCLE=  2    FUSELAGE SEGMENT  2    AREA DISTRIBUTION (D/Q =132.31310)

        N        X          Z          R          S
        0    50.0000     0.0000     6.5453   134.5892
        1    52.0000     0.0000     6.7021   141.1131
        2    54.0000     0.0000     6.9593   152.1512
        3    56.0000     0.0000     7.2465   164.9725
        4    58.0000     0.0000     7.5175   177.5411
        5    60.0000     0.0000     7.7649   189.4162
        6    62.0000     0.0000     8.0030   201.2112
        7    64.0000     0.0000     8.2340   212.9973
        8    66.0000     0.0000     8.4579   224.7381
        9    68.0000     0.0000     8.6756   236.4552
       10    70.0000     0.0000     8.8870   248.1195
       11    72.0000     0.0000     9.0911   259.6451
       12    74.0000     0.0000     9.2883   271.0325
       13    76.0000     0.0000     9.4796   282.3108
       14    78.0000     0.0000     9.6652   293.4743
       15    80.0000     0.0000     9.8452   304.5112
       16    82.0000     0.0000    10.0200   315.4196
       17    84.0000     0.0000    10.1899   326.2038
       18    86.0000     0.0000    10.3557   336.9071
       19    88.0000     0.0000    10.5166   347.4583
       20    90.0000     0.0000    10.6717   357.7782
       21    92.0000     0.0000    10.8207   367.8438
       22    94.0000     0.0000    10.9633   377.6032
       23    96.0000     0.0000    11.0972   386.8832
       24    98.0000     0.0000    11.2206   395.5299
       25   100.0000     0.0000    11.3307   403.3361
       26   102.0000     0.0000    11.4278   410.2734
       27   104.0000     0.0000    11.5111   416.2755
       28   106.0000     0.0000    11.5781   421.1380
       29   108.0000     0.0000    11.6279   424.7667
       30   110.0000     0.0000    11.6621   427.2730
       31   112.0000     0.0000    11.6804   428.6099
       32   114.0000     0.0000    11.6805   428.6170
       33   116.0000     0.0000    11.6641   427.4157
       34   118.0000     0.0000    11.6316   425.0369
       35   120.0000     0.0000    11.5814   421.3763
       36   122.0000     0.0000    11.5133   416.4383
       37   124.0000     0.0000    11.4284   410.3207
       38   126.0000     0.0000    11.3258   402.9836
       39   128.0000     0.0000    11.2032   394.3055
       40   130.0000     0.0000    11.0620   384.4292
       41   132.0000     0.0000    10.9016   373.3610
       42   134.0000     0.0000    10.7179   360.8851
       43   136.0000     0.0000    10.5117   347.1346
       44   138.0000     0.0000    10.2858   332.3747
       45   140.0000     0.0000    10.0391   316.6230
       46   142.0000     0.0000     9.7696   299.8502
       47   144.0000     0.0000     9.4826   282.4916
       48   146.0000     0.0000     9.1810   264.8082
       49   148.0000     0.0000     8.8663   246.9629
       50   150.0000     0.0000     8.5420   229.2309
       51   152.0000     0.0000     8.2132   211.9204
       52   154.0000     0.0000     7.8860   195.3713
       53   156.0000     0.0000     7.5675   179.9080
       54   158.0000     0.0000     7.2627   165.7109
       55   160.0000     0.0000     6.9827   153.1790
       56   162.0000     0.0000     6.7504   143.1538
       57   164.0000     0.0000     6.5607   135.2236
       58   166.0000     0.0000     6.4089   129.0361
       59   168.0000     0.0000     6.2985   124.6299
       60   170.0000     0.0000     6.2311   121.9769
       61   172.0000     0.0000     6.2001   120.7672
       62   174.0000     0.0000     6.2032   120.8868
       63   176.0000     0.0000     6.2399   122.3211
       64   178.0000     0.0000     6.3067   124.9562
       65   180.0000     0.0000     6.4017   128.7495
       66   182.0000     0.0000     6.5268   133.8290
       67   184.0000     0.0000     6.6782   140.1109
       68   186.0000     0.0000     6.8466   147.2656
       69   188.0000     0.0000     7.0264   155.0993
       70   190.0000     0.0000     7.2128   163.4408
       71   192.0000     0.0000     7.4042   172.2277
       72   194.0000     0.0000     7.5984   181.3835
       73   196.0000     0.0000     7.7934   190.8111
       74   198.0000     0.0000     7.9878   200.4482
       75   200.0000     0.0000     8.1808   210.2515
       76   202.0000     0.0000     8.3713   220.1578
       77   204.0000     0.0000     8.5582   230.0993
       78   206.0000     0.0000     8.7412   240.0458
       79   208.0000     0.0000     8.9198   249.9550
       80   210.0000     0.0000     9.0934   259.7796
       81   212.0000     0.0000     9.2615   269.4734
       82   214.0000     0.0000     9.4237   278.9952
       83   216.0000     0.0000     9.5802   288.3360
       84   218.0000     0.0000     9.7305   297.4568
       85   220.0000     0.0000     9.8714   306.1295
       86   222.0000     0.0000     9.9997   314.1389
       87   224.0000     0.0000    10.1107   321.1523
       88   226.0000     0.0000    10.2053   327.1887
       89   228.0000     0.0000    10.2839   332.2532
       90   230.0000     0.0000    10.3444   336.1697
       91   232.0000     0.0000    10.3848   338.8046
       92   234.0000     0.0000    10.4066   340.2280
       93   236.0000     0.0000    10.4076   340.2883
       94   238.0000     0.0000    10.3810   338.5510
       95   240.0000     0.0000    10.3310   335.3030
       96   242.0000     0.0000    10.2583   330.5996
       97   244.0000     0.0000    10.1504   323.6809
       98   246.0000     0.0000    10.0133   314.9934
       99   248.0000     0.0000     9.8823   306.8048
      100   250.0000     0.0000     9.7996   301.6922
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  


CYCLE=  2    FUSELAGE SEGMENT  3    AREA DISTRIBUTION (D/Q =284.72528)

        N        X          Z          R          S
        0   250.0000     0.0000     9.7996   301.6922
        1   250.5000     0.0000     9.7754   300.2078
        2   251.0000     0.0000     9.7373   297.8724
        3   251.5000     0.0000     9.7012   295.6680
        4   252.0000     0.0000     9.6702   293.7795
        5   252.5000     0.0000     9.6401   291.9512
        6   253.0000     0.0000     9.6098   290.1229
        7   253.5000     0.0000     9.5791   288.2694
        8   254.0000     0.0000     9.5476   286.3773
        9   254.5000     0.0000     9.5152   284.4385
       10   255.0000     0.0000     9.4819   282.4476
       11   255.5000     0.0000     9.4474   280.4002
       12   256.0000     0.0000     9.4119   278.2927
       13   256.5000     0.0000     9.3751   276.1212
       14   257.0000     0.0000     9.3370   273.8813
       15   257.5000     0.0000     9.2974   271.5668
       16   258.0000     0.0000     9.2563   269.1661
       17   258.5000     0.0000     9.2130   266.6569
       18   259.0000     0.0000     9.1681   264.0616
       19   259.5000     0.0000     9.1216   261.3940
       20   260.0000     0.0000     9.0739   258.6623
       21   260.5000     0.0000     9.0248   255.8720
       22   261.0000     0.0000     8.9745   253.0280
       23   261.5000     0.0000     8.9230   250.1343
       24   262.0000     0.0000     8.8704   247.1946
       25   262.5000     0.0000     8.8168   244.2121
       26   263.0000     0.0000     8.7620   241.1903
       27   263.5000     0.0000     8.7063   238.1320
       28   264.0000     0.0000     8.6496   235.0405
       29   264.5000     0.0000     8.5920   231.9190
       30   265.0000     0.0000     8.5335   228.7723
       31   265.5000     0.0000     8.4742   225.6032
       32   266.0000     0.0000     8.4140   222.4107
       33   266.5000     0.0000     8.3530   219.1954
       34   267.0000     0.0000     8.2911   215.9584
       35   267.5000     0.0000     8.2283   212.7009
       36   268.0000     0.0000     8.1647   209.4242
       37   268.5000     0.0000     8.1002   206.1296
       38   269.0000     0.0000     8.0349   202.8184
       39   269.5000     0.0000     7.9687   199.4920
       40   270.0000     0.0000     7.9017   196.1518
       41   270.5000     0.0000     7.8339   192.7990
       42   271.0000     0.0000     7.7653   189.4353
       43   271.5000     0.0000     7.6958   186.0618
       44   272.0000     0.0000     7.6255   182.6800
       45   272.5000     0.0000     7.5545   179.2913
       46   273.0000     0.0000     7.4826   175.8970
       47   273.5000     0.0000     7.4100   172.4986
       48   274.0000     0.0000     7.3366   169.0975
       49   274.5000     0.0000     7.2624   165.6952
       50   275.0000     0.0000     7.1875   162.2932
       51   275.5000     0.0000     7.1118   158.8930
       52   276.0000     0.0000     7.0353   155.4965
       53   276.5000     0.0000     6.9582   152.1054
       54   277.0000     0.0000     6.8804   148.7218
       55   277.5000     0.0000     6.8019   145.3480
       56   278.0000     0.0000     6.7228   141.9872
       57   278.5000     0.0000     6.6432   138.6452
       58   279.0000     0.0000     6.5632   135.3272
       59   279.5000     0.0000     6.4827   132.0264
       60   280.0000     0.0000     6.4015   128.7405
       61   280.5000     0.0000     6.3196   125.4682
       62   281.0000     0.0000     6.2370   122.2087
       63   281.5000     0.0000     6.1536   118.9615
       64   282.0000     0.0000     6.0693   115.7260
       65   282.5000     0.0000     5.9842   112.5016
       66   283.0000     0.0000     5.8981   109.2877
       67   283.5000     0.0000     5.8110   106.0831
       68   284.0000     0.0000     5.7227   102.8862
       69   284.5000     0.0000     5.6333    99.6941
       70   285.0000     0.0000     5.5423    96.5006
       71   285.5000     0.0000     5.4493    93.2875
       72   286.0000     0.0000     5.3543    90.0651
       73   286.5000     0.0000     5.2580    86.8546
       74   287.0000     0.0000     5.1606    83.6677
       75   287.5000     0.0000     5.0625    80.5141
       76   288.0000     0.0000     4.9637    77.4030
       77   288.5000     0.0000     4.8646    74.3438
       78   289.0000     0.0000     4.7655    71.3467
       79   289.5000     0.0000     4.6669    68.4235
       80   290.0000     0.0000     4.5692    65.5880
       81   290.5000     0.0000     4.4731    62.8580
       82   291.0000     0.0000     4.3796    60.2577
       83   291.5000     0.0000     4.2902    57.8249
       84   292.0000     0.0000     4.2085    55.6423
       85   292.5000     0.0000     4.1397    53.8387
       86   293.0000     0.0000     4.0777    52.2374
       87   293.5000     0.0000     4.0188    50.7384
       88   294.0000     0.0000     3.9604    49.2753
       89   294.5000     0.0000     3.9003    47.7908
       90   295.0000     0.0000     3.8360    46.2292
       91   295.5000     0.0000     3.7650    44.5318
       92   296.0000     0.0000     3.6838    42.6319
       93   296.5000     0.0000     3.5882    40.4485
       94   297.0000     0.0000     3.4722    37.8757
